date_month,partner_area_name,name_city,zonas,zonas_santiago,vertical,total_confirmed_order,total_active_users,total_failed_order,total_failed_active_users,total_confirmed_orders_plus,total_plus_active_users,total_failed_orders_plus,total_failed_plus_active_users,total_GFV,total_GFV_PLUS,total_GFV_NO_PLUS,total_GMV,total_GMV_PLUS,total_GMV_NO_PLUS
2022-07-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1280,864,81,78,1,1,0,1,17723219,17400,17705819,19996727.6,19900,19976827.6
2021-09-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1468,978,113,100,0,0,0,0,19875248.3,,19875248.3,22268297.3,,22268297.3
2023-06-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,3,1,0,0,3,1,0,1,19614.1,19614.1,,19614.1,19614.1,
2023-09-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,307,224,23,20,19,15,4,15,4933887.32,369575,4564312.32,5006937.32,370265,4636672.32
2021-08-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1644,1064,131,118,0,0,0,0,22186999.7,,22186999.7,24853971.7,,24853971.7
2024-03-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,316,294,18,16,7,7,0,7,5862826,136268,5726558,5906617,138428,5768189
2023-10-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,288,229,23,20,14,12,1,12,4898828,305310,4593518,4945578,305310,4640268
2023-03-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,161,130,16,14,2,2,0,2,2597036.5,30550,2566486.5,2598036.5,30550,2567486.5
2021-02-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1310,877,133,94,0,0,0,0,18149903.2,,18149903.2,20198928.200000003,,20198928.200000003
2024-06-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,613,499,118,92,15,10,2,10,8315415.1000000006,258468,8056947.1000000006,9440656.1000000015,278788,9161868.1000000015
2021-04-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,3,3,0,0,0,0,0,0,21200,,21200,28480,,28480
2022-10-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,3,2,0,0,0,0,0,0,33397,,33397,36481,,36481
2024-05-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,185,148,6,6,19,13,1,13,3370976,335688,3035288,3422736,342528,3080208
2023-05-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,984,753,72,61,27,16,0,16,13239996.75,287846,12952150.75,15001089.75,317821,14683268.75
2022-11-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,135,113,3,3,1,1,0,1,2575380,17790,2557590,2576130,17790,2558340
2024-02-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,964,720,97,82,34,28,2,28,12999654,297521,12702133,14751554,347621,14403933
2023-04-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,920,698,89,84,32,18,0,18,12096161.520000001,342333.5,11753828.020000001,13614445.520000001,379063.5,13235382.020000001
2022-07-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,6,2,0,0,0,0,0,0,69632.5,,69632.5,71632.5,,71632.5
2022-08-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,2,1,0,0,1,1,0,1,6265,3991,2274,6265,3991,2274
2022-01-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1531,1015,75,64,0,0,0,0,20963072.060000002,,20963072.060000002,23557736.060000002,,23557736.060000002
2023-05-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,230,180,13,13,7,4,2,4,3360367.9,116190,3244177.9,3387427.9,116520,3270907.9
2022-10-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,118,101,5,5,0,0,0,0,2154853,,2154853,2155341,,2155341
2022-12-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,2,1,2,1,2,1,0,1,5830,5830,,5830,5830,
2022-06-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,88,79,7,7,0,0,0,0,1756325,,1756325,1856800,,1856800
2023-12-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,1355,1242,70,64,72,72,4,72,22512363.900000002,1365680,21146683.900000002,22545753.900000002,1366340,21179413.900000002
2021-11-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,9,7,0,0,0,0,0,0,84860,,84860,94120,,94120
2021-10-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,5,5,3,3,0,0,0,0,36630,,36630,46910,,46910
2021-11-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,2,1,0,0,0,0,0,0,39690,,39690,43470,,43470
2023-03-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,875,638,75,69,26,20,6,20,11361327,374878,10986449,12803427,414458,12388969
2021-12-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1614,1070,73,70,0,0,0,0,22247405.450000003,,22247405.450000003,25032465.450000003,,25032465.450000003
2022-08-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1017,713,74,64,0,0,0,0,14015510.67,,14015510.67,15786953.67,,15786953.67
2023-11-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,2,2,0,0,1,1,0,1,14133,9108,5025,14693,9668,5025
2021-03-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1387,918,123,101,0,0,0,0,18462769.25,,18462769.25,20578344.25,,20578344.25
2021-03-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,4,1,0,0,0,0,0,0,22060,,22060,27820,,27820
2023-11-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,843,628,92,81,32,26,4,26,11284896.7,368490,10916406.7,12744551.7,403590,12340961.7
2022-03-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,6,4,0,0,0,0,0,0,51360,,51360,63052,,63052
2021-01-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,8,2,2,2,0,0,0,0,100270,,100270,118500,,118500
2024-06-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,82,73,23,14,10,9,0,9,1367776,148430,1219346,1397876,149660,1248216
2023-11-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,315,261,21,18,12,12,1,12,5409101,215482,5193619,5444481,216682,5227799
2021-12-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,22,16,1,1,0,0,0,0,277338,,277338,322578,,322578
2023-08-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,860,633,94,83,51,27,3,27,11354028.42,639134.72,10714893.700000001,12870168.72,699534.72,12170634.000000002
2023-06-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,349,263,21,17,11,9,0,9,5145131,157792,4987339,5161461,157792,5003669
2022-06-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1088,773,68,63,0,0,0,0,14532968.299999999,,14532968.299999999,16296849.099999998,,16296849.099999998
2023-08-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,317,281,9,9,19,17,0,17,4874027.5,298640,4575387.5,4896437.5,301140,4595297.5
2022-03-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,6,3,0,0,0,0,0,0,77163,,77163,77163,,77163
2022-04-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,3,3,0,0,0,0,0,0,36865,,36865,37107,,37107
2021-06-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1896,1243,185,146,0,0,0,0,25803687.45,,25803687.45,28635347.450000003,,28635347.450000003
2023-02-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,948,720,60,56,27,21,1,21,12033206.6,418484.5,11614722.1,13523616.6,454194.5,13069422.1
2024-01-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,1980,1890,98,92,77,75,4,75,34220551,1297820,32922731,34275581,1298840,32976741
2021-10-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1709,1124,90,82,0,0,0,0,22777632.7,,22777632.7,25533192.7,,25533192.7
2021-09-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,8,7,1,1,0,0,0,0,80295,,80295,87955,,87955
2021-04-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,5,2,3,1,0,0,0,0,34900,,34900,40470,,40470
2021-04-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1535,986,196,145,0,0,0,0,20449034.65,,20449034.65,22871574.65,,22871574.65
2022-09-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,4,2,0,0,3,1,0,1,60149,1930,58219,61149,1930,59219
2022-01-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,2,1,0,0,0,0,0,0,62891,,62891,62891,,62891
2022-03-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1289,859,59,49,0,0,0,0,16365424.899999999,,16365424.899999999,18478352.5,,18478352.5
2022-09-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,238,218,8,7,0,0,0,0,4620935,,4620935,4624935,,4624935
2022-10-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1038,718,98,87,8,4,2,4,14128074.5,127325,14000749.5,15819575.5,135295,15684280.5
2023-10-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,4,1,1,1,0,0,0,0,33310,,33310,40330,,40330
2022-07-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,143,113,19,17,0,0,0,0,2462898,,2462898,2488121,,2488121
2023-10-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,883,630,94,77,44,30,6,30,11681964.8,596739,11085225.8,13194179.8,649624,12544555.8
2022-11-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,828,589,69,63,6,5,0,5,10669000.8,62026,10606974.8,11964939.4,72636,11892303.4
2023-02-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,110,87,6,6,0,0,0,0,1645197.5,,1645197.5,1647777.5,,1647777.5
2024-02-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,2,2,1,1,0,0,0,0,13826.5,,13826.5,13826.5,,13826.5
2022-02-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1470,942,54,49,0,0,0,0,19467479.3,,19467479.3,21918688.3,,21918688.3
2021-07-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1828,1205,154,130,0,0,0,0,25709602,,25709602,28582252,,28582252
2023-12-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,899,697,88,83,38,28,6,28,11966034.5,427443.4,11538591.1,13476179.5,466068.4,13010111.100000001
2023-01-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,962,666,70,63,15,12,0,12,12638731.850000001,234243.5,12404488.350000001,14171332.850000001,247958.5,13923374.350000001
2023-09-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,795,585,104,97,35,23,8,23,10581631.5,367492,10214139.5,12031496.5,410097,11621399.5
2021-10-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,4,3,0,0,0,0,0,0,41490,,41490,49050,,49050
2022-05-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,10,9,6,5,0,0,0,0,105376,,105376,114464,,114464
2024-04-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,791,558,80,70,26,18,3,18,10405943.100000001,337297,10068646.100000001,11801593.100000001,379437,11422156.100000001
2022-02-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,11,9,2,2,0,0,0,0,111040,,111040,132822,,132822
2022-09-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1018,735,97,83,6,3,2,3,13475136.5,84770,13390366.5,15119863.5,91290,15028573.5
2022-06-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,4,2,0,0,0,0,0,0,35386,,35386,35386,,35386
2021-06-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,5,1,0,0,0,0,0,0,113250,,113250,120810,,120810
2023-04-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,4,1,0,0,4,1,0,1,35512.3,35512.3,,36192.3,36192.3,
2023-07-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,6,1,0,0,6,1,0,1,68037,68037,,70357,70357,
2023-07-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,404,318,15,14,17,12,2,12,6075663.1800000006,231400,5844263.1800000006,6128113.1800000006,233240,5894873.1800000006
2021-11-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1631,1057,86,77,0,0,0,0,22339506.1,,22339506.1,25007156.1,,25007156.1
2022-12-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,138,124,6,5,1,1,0,1,2500014.8,17900,2482114.8,2501784.8,17900,2483884.8
2023-03-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,1,1,0,0,1,1,0,1,5797,5797,,5797,5797,
2021-05-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,2,1,0,0,0,0,0,0,26640,,26640,30420,,30420
2022-04-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1241,839,59,52,0,0,0,0,17314688.14,,17314688.14,19330034.14,,19330034.14
2021-12-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,4,3,1,1,0,0,0,0,71765,,71765,75545,,75545
2022-01-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,16,11,0,0,0,0,0,0,175295,,175295,204605,,204605
2022-08-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,848,550,64,57,0,0,0,0,12763550.000000002,,12763550.000000002,12777050.000000002,,12777050.000000002
2024-03-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,894,669,124,110,20,15,4,15,12600073.4,255780,12344293.4,14211898.4,292955,13918943.4
2021-02-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,7,4,0,0,0,0,0,0,175588,,175588,190948,,190948
2022-11-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,3,1,0,0,3,1,0,1,43608,43608,,45252,45252,
2022-04-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,10,8,0,0,0,0,0,0,113680,,113680,135490,,135490
2021-07-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,12,12,1,1,0,0,0,0,110740,,110740,131660,,131660
2021-05-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,4,3,2,2,0,0,0,0,26930,,26930,35000,,35000
2021-03-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,12,11,2,2,0,0,0,0,94160,,94160,126030,,126030
2023-08-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,5,2,0,0,0,0,0,0,46760,,46760,53410,,53410
2022-05-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1275,883,70,65,0,0,0,0,17202864.700000003,,17202864.700000003,19210193.700000003,,19210193.700000003
2024-05-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,901,698,101,93,36,27,0,27,12957364.6,634584,12322780.6,14610562.6,696357,13914205.6
2022-02-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,3,2,0,0,0,0,0,0,41330,,41330,45110,,45110
2023-05-01,Cerro Navia,Santiago,RM,Zona No Oriente,dmart,2,2,0,0,1,1,0,1,10230,3910,6320,10230,3910,6320
2021-05-01,Cerro Navia,Santiago,RM,Zona No Oriente,food,1959,1283,235,197,0,0,0,0,28425055.05,,28425055.05,31530055.05,,31530055.05
2021-06-01,Cerro Navia,Santiago,RM,Zona No Oriente,non_food,5,3,2,2,0,0,0,0,62150,,62150,71530,,71530
2021-12-01,Chiguayante,Gran Concepción,Sur,Regiones,food,2238,1252,145,115,0,0,0,0,28871606,,28871606,32024872,,32024872
2023-02-01,Chiguayante,Gran Concepción,Sur,Regiones,food,2482,1376,125,104,133,48,6,48,33470139.2,1961865,31508274.2,36674854.2,2062760,34612094.2
2023-08-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,225,135,18,16,39,26,4,26,1943396.1099999999,433929.42000000004,1509466.69,2193280.1100000003,466011.42000000004,1727268.6899999997
2022-01-01,Chiguayante,Gran Concepción,Sur,Regiones,food,2470,1288,169,122,0,0,0,0,30982960.240000002,,30982960.240000002,34287119.24,,34287119.24
2021-06-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,25,11,1,1,0,0,0,0,224650,,224650,274616,,274616
2023-04-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,148,111,22,22,21,14,2,14,1413390.5,157429.5,1255961,1562916.1,163515.1,1399401
2022-02-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,21,16,0,0,0,0,0,0,301630.39999999997,,301630.39999999997,319203.5,,319203.5
2023-07-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,207,130,7,7,14,11,0,11,1863750.9,145689.2,1718061.7,2097775.9,161194.2,1936581.7
2023-02-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,41,32,0,0,1,1,0,1,544302.1,4598.5,539703.6,610562.1,4598.5,605963.6
2024-06-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,57,36,0,0,15,8,0,8,748477.2,179267.2,569210,828080.4,188827.2,639253.2
2024-05-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,348,124,16,11,16,14,0,14,1951498.8,211709,1739789.8,2728165.8,228174,2499991.8
2022-06-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,95,73,12,12,0,0,0,0,1073747.5,,1073747.5,1216715.1,,1216715.1
2022-08-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,30,24,2,2,0,0,0,0,332352.1,,332352.1,366980.1,,366980.1
2024-02-01,Chiguayante,Gran Concepción,Sur,Regiones,food,3511,1832,125,115,435,134,9,134,44785643.25,5176377,39609266.25,50103114.55,5524810.3,44578304.249999993
2022-07-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,17,12,0,0,2,1,0,1,224892,40410,184482,256671,42102,214569
2023-12-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,94,60,1,1,10,5,0,5,1593922.76,105264.94999999998,1488657.8100000003,1731482.7600000002,109334.94999999998,1622147.81
2021-02-01,Chiguayante,Gran Concepción,Sur,Regiones,food,1388,877,146,110,0,0,0,0,15980532,,15980532,17795768,,17795768
2022-11-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,38,27,0,0,2,1,0,1,576536,19804,556732,634914,20873,614041
2023-07-01,Chiguayante,Gran Concepción,Sur,Regiones,food,2801,1548,169,144,260,95,10,95,39825238.399999991,3386469.6,36438768.8,44434402.399999991,3632829.6,40801572.8
2022-11-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,162,67,16,12,5,2,0,2,1541302,58200,1483102,1775155.6,62138,1713017.6
2022-05-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,63,51,5,5,0,0,0,0,592478,,592478,666570.8,,666570.8
2022-10-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,166,99,11,10,1,1,0,1,1905659,6270,1899389,2113856,8411,2105445
2022-05-01,Chiguayante,Gran Concepción,Sur,Regiones,food,2924,1507,181,152,0,0,0,0,37003510.18999999,,37003510.18999999,41391132.790000014,,41391132.790000014
2021-07-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,21,13,1,1,0,0,0,0,259830,,259830,299540,,299540
2021-12-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,8,6,0,0,0,0,0,0,134287,,134287,146527,,146527
2023-09-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,227,124,20,18,27,13,4,13,2086045.79,197642.28,1888403.51,2376715.79,231012.28,2145703.51
2022-05-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,2,1,0,0,0,0,0,0,35485.4,,35485.4,35485.4,,35485.4
2023-06-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,65,36,1,1,16,5,0,5,983772.22,205124.91999999998,778647.3,1075412.22,215314.92,860097.3
2024-05-01,Chiguayante,Gran Concepción,Sur,Regiones,food,3289,1738,180,154,339,111,12,111,44222090.199999996,4290546.25,39931543.95,49115260.8,4589226.25,44526034.55
2023-11-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,271,138,38,24,36,18,4,18,1898311.6090000002,266938.802,1631372.807,2272482.5289999996,299703.802,1972778.727
2022-07-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,131,84,23,17,3,3,0,3,1529947,56650,1473297,1748686.6,60876,1687810.6
2023-07-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,74,37,0,0,13,4,0,4,1248647.7899999998,144078.7,1104569.0899999999,1363377.7899999998,151158.7,1212219.0899999999
2022-10-01,Chiguayante,Gran Concepción,Sur,Regiones,food,2811,1428,183,151,62,17,2,17,35358662.440000005,1013667.4,34344995.04,38977253.120000005,1065794.4,37911458.72
2023-08-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,78,42,0,0,16,6,0,6,904056.78,168912.6,735144.18,1031046.78,175972.6,855074.18
2024-06-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,308,124,12,11,21,16,2,16,1498464.3,234556,1263908.3,2149686.3,252971,1896715.3
2021-09-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,21,9,3,3,0,0,0,0,227890,,227890,268604,,268604
2021-04-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,10,10,1,1,0,0,0,0,126340,,126340,134890,,134890
2021-05-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,11,8,0,0,0,0,0,0,170450,,170450,181090,,181090
2024-01-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,415,141,25,20,42,28,6,28,2126768.9,379228,1747540.9,2903629.9,408135,2495494.9
2021-11-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,4,4,0,0,0,0,0,0,23447,,23447,25337,,25337
2021-07-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,2,2,0,0,0,0,0,0,9930,,9930,9930,,9930
2023-12-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,460,163,45,31,189,19,11,19,2408289.4,261611,2146678.4,3278835.4,689356,2589479.4
2021-09-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,3,2,0,0,0,0,0,0,68624,,68624,76474,,76474
2023-05-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,148,109,15,12,22,13,0,13,1548776.8,248834.8,1299942,1723858.8,258404.8,1465454
2023-10-01,Chiguayante,Gran Concepción,Sur,Regiones,food,2931,1566,103,89,291,107,9,107,40006427.3,3789570.35,36216856.95,44599586.300000004,4051780.35,40547805.95
2023-03-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,123,84,14,12,17,10,4,10,1291839.1,161543.1,1130296,1415851.1,168745.1,1247106
2022-08-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,408,269,46,39,4,4,0,4,5517264.1999999993,108643,5408621.1999999993,5771061.3999999994,114148,5656913.3999999994
2023-01-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,137,56,19,14,13,8,2,8,1253514,156224,1097290,1504999,167629,1337370
2021-12-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,6,6,0,0,0,0,0,0,90617,,90617,95987,,95987
2022-02-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,23,20,1,1,0,0,0,0,191710,,191710,236146,,236146
2023-05-01,Chiguayante,Gran Concepción,Sur,Regiones,food,2640,1452,126,110,256,81,9,81,37660465.8,3408141.1,34252324.7,41733905.800000004,3627770.1,38106135.7
2022-01-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,1,1,0,0,0,0,0,0,9064,,9064,10954,,10954
2023-03-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,61,33,0,0,3,2,0,2,845908,15191.8,830716.2,937668,15991.8,921676.2
2022-06-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,3,2,0,0,0,0,0,0,21228.7,,21228.7,25352.7,,25352.7
2022-03-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,4,4,1,1,0,0,0,0,27639,,27639,33686,,33686
2021-03-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,2,2,0,0,0,0,0,0,8390,,8390,10570,,10570
2021-01-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,1,1,0,0,0,0,0,0,18740,,18740,18740,,18740
2023-09-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,79,44,1,1,8,5,0,5,1222584.28,99222,1123362.28,1358204.28,104062,1254142.28
2024-04-01,Chiguayante,Gran Concepción,Sur,Regiones,food,3147,1671,188,163,402,140,15,140,40760622.35,4821318,35939304.35,45532673.65,5214928,40317745.650000006
2023-04-01,Chiguayante,Gran Concepción,Sur,Regiones,food,3102,1637,446,336,209,71,36,71,37264259.65,2588672.5999999996,34675587.05,40921934.65,2731677.5999999996,38190257.05
2023-01-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,39,24,0,0,5,2,0,2,494514.8,101291,393223.8,557084.8,105161,451923.8
2022-04-01,Chiguayante,Gran Concepción,Sur,Regiones,food,2713,1417,153,140,0,0,0,0,34757924.800000012,,34757924.800000012,38578830.680000007,,38578830.680000007
2023-03-01,Chiguayante,Gran Concepción,Sur,Regiones,food,2850,1476,114,98,247,70,16,70,37688819.400000006,2937295,34751524.400000006,41557673.4,3094219,38463454.400000006
2021-10-01,Chiguayante,Gran Concepción,Sur,Regiones,food,2411,1295,178,154,0,0,0,0,29232767,,29232767,32099633,,32099633
2023-09-01,Chiguayante,Gran Concepción,Sur,Regiones,food,2668,1478,158,140,277,115,23,115,37408274.5,3662522.8,33745751.7,41549323.5,3894551.8,37654771.7
2022-03-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,38,34,1,1,0,0,0,0,340520,,340520,414834,,414834
2023-11-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,80,50,0,0,11,7,0,7,1165588.2199999997,105605.9,1059982.3199999998,1284248.22,108835.9,1175412.3199999998
2022-02-01,Chiguayante,Gran Concepción,Sur,Regiones,food,2490,1353,91,79,0,0,0,0,31372022.099999998,,31372022.099999998,34664276.1,,34664276.1
2022-11-01,Chiguayante,Gran Concepción,Sur,Regiones,food,2639,1430,197,160,99,33,11,33,32912562.55,1200278.9000000001,31712283.65,36327621.070000015,1264326.9000000001,35063294.170000017
2023-10-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,278,156,19,16,48,30,1,30,2161099.2199999997,383183.33999999997,1777915.8799999997,2474314.2199999997,427978.33999999997,2046335.8799999997
2023-01-01,Chiguayante,Gran Concepción,Sur,Regiones,food,2482,1376,131,107,160,48,7,48,33569541.2,1975620.7,31593920.5,36667322.2,2079300.7,34588021.500000007
2022-07-01,Chiguayante,Gran Concepción,Sur,Regiones,food,2802,1478,148,124,57,27,4,27,36942937.430000015,848762,36094175.430000015,40711375.510000013,889364,39822011.510000013
2021-02-01,Chiguayante,Gran Concepción,Sur,Regiones,non_food,10,6,2,2,0,0,0,0,103990,,103990,117140,,117140
2022-09-01,Chiguayante,Gran Concepción,Sur,Regiones,food,2344,1273,132,114,63,17,4,17,30411205.31,944607.4,29466597.909999996,33274116.95,991419.88,32282697.069999997
2024-05-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,73,40,4,4,7,3,1,3,1016443.8,104915,911528.8,1134333.8,109555,1024778.8
2024-03-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,104,54,0,0,22,5,0,5,1536670.9900000002,309406.84,1227264.15,1693427.23,322136.84,1371290.39
2022-04-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,1,1,0,0,0,0,0,0,6790,,6790,7952,,7952
2023-10-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,101,59,0,0,15,9,0,9,1544610.2500000002,160519.88000000003,1384090.3700000003,1706065.2500000002,169024.88000000003,1537040.37
2021-08-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,3,3,0,0,0,0,0,0,29130,,29130,31910,,31910
2021-10-01,Chiguayante,Gran Concepción,Sur,Regiones,dmart,6,6,0,0,0,0,0,0,55699,,55699,62759,,62759
